21480,3D Kanojo Real Girl,Real Girl,Futari nara,BiSH,Opening 01,1:27,28,https://files.catbox.moe/njte3f.webm,https://files.catbox.moe/r1nks9.mp3
21480,3D Kanojo Real Girl,Real Girl,Hagan,Fujifabric,Ending 01,1:28,22,https://files.catbox.moe/nwx65h.webm,https://files.catbox.moe/hmjcev.mp3
21480,3D Kanojo Real Girl,Real Girl,Daiji na Koto,Quruli,Ending 02,1:28,40,https://files.catbox.moe/zu3yc9.webm,https://files.catbox.moe/g8p7gk.mp3
1349,3D Magical Play,,Catch Your Dream,Ai Tokunaga,Ending 01,1:30,12,https://files.catbox.moe/rvwzqy.webm,https://files.catbox.moe/98515e.mp3
22686,47 Todōfuken R,,Cartoon Swing '47,Konomi Fujimura,Opening 01,0:58,25,https://files.catbox.moe/pm62g7.webm,https://files.catbox.moe/nbd2a6.mp3
22686,47 Todōfuken R,,Wonderful Nyanderful,Otome Shinto,Ending 01,0:58,25,https://files.catbox.moe/7tjwq6.webm,https://files.catbox.moe/qt6nsh.mp3
15061,5-tō ni Naritai.,Run,Shōjo yo,Gorō Noguchi,Ending 01,3:10,14,https://files.catbox.moe/c4bb0s.webm,https://files.catbox.moe/gsxnoe.mp3
16749,6HP: Six Hearts Princess,,ROCK You! Princess!,STAR BALL CLUB,Ending 01,1:25,28,https://files.catbox.moe/cm3kd1.webm,https://files.catbox.moe/0593se.mp3
21601,7SEEDS,,Ark,Amatsuki,Opening 01,1:27,36,https://files.catbox.moe/wajucd.webm,https://files.catbox.moe/phxkp3.mp3
21601,7SEEDS,,WISH,majiko,Ending 01,1:28,23,https://files.catbox.moe/s2xh5z.webm,https://files.catbox.moe/lmtbmr.mp3
22953,7SEEDS,,From The Seeds,Mone Kamishiraishi,Opening 01,1:25,35,https://files.catbox.moe/buowlh.webm,https://files.catbox.moe/udey5e.mp3
22953,7SEEDS,,Synchro,Cidergirl,Ending 01,1:28,23,https://files.catbox.moe/fwk7m9.webm,https://files.catbox.moe/sepy0m.mp3
22953,7SEEDS,,Ikite Yuku,Lovin' You,Ending 02,1:45,14,https://files.catbox.moe/tg79jy.webm,https://files.catbox.moe/a6pl32.mp3
665,8 Man,,Eightman,Shigeru Katsumi,Opening 01,0:56,34,https://files.catbox.moe/gnf9e3.webm,https://files.catbox.moe/6yy8rc.mp3
97,8 Man After,,Eightman no Theme (Version 1993),Nobuyoshi Kuwano,Ending 01,1:42,16,https://files.catbox.moe/9mtdz3.webm,https://files.catbox.moe/6i2kmf.mp3
97,8 Man After,,Hohoemi no Mukougawa,Nobuyoshi Kuwano,Ending 02,1:29,13,https://files.catbox.moe/pa6k4h.webm,https://files.catbox.moe/el46vv.mp3
